# 2Theta  Intensity_Obs  Intensity_Fit
15.757780 0.144110 0.152764
15.768646 0.150920 0.152758
15.779513 0.141761 0.152753
15.790379 0.144266 0.152748
15.801246 0.149589 0.152743
15.812112 0.138160 0.152738
15.822979 0.144658 0.152733
15.833845 0.145597 0.152729
15.844711 0.145362 0.152724
15.855578 0.144110 0.152720
15.866444 0.144658 0.152716
15.877311 0.141370 0.152711
15.888177 0.141840 0.152707
15.899044 0.141292 0.152704
15.909910 0.139022 0.152700
15.920777 0.142701 0.152696
15.931643 0.148650 0.152693
15.942509 0.141448 0.152690
15.953376 0.140978 0.152687
15.964242 0.146067 0.152684
15.975109 0.146693 0.152681
15.985975 0.145049 0.152678
15.996842 0.146614 0.152676
16.007708 0.146849 0.152674
16.018575 0.145753 0.152672
16.029441 0.142153 0.152670
16.040307 0.145988 0.152669
16.051174 0.153268 0.152668
16.062040 0.150528 0.152666
16.072907 0.146536 0.152666
16.083773 0.147476 0.152665
16.094640 0.151468 0.152665
16.105506 0.147241 0.152665
16.116373 0.149511 0.152665
16.127239 0.150920 0.152666
16.138105 0.151781 0.152667
16.148972 0.147867 0.152668
16.159838 0.150841 0.152670
16.170705 0.150059 0.152672
16.181571 0.142074 0.152675
16.192438 0.146145 0.152678
16.203304 0.147710 0.152682
16.214170 0.150998 0.152686
16.225037 0.146145 0.152691
16.235903 0.146771 0.152696
16.246770 0.149746 0.152702
16.257636 0.144736 0.152709
16.268503 0.145049 0.152716
16.279369 0.149824 0.152724
16.290236 0.147710 0.152733
16.301102 0.148493 0.152744
16.311968 0.147945 0.152755
16.322835 0.146614 0.152767
16.333701 0.147084 0.152780
16.344568 0.150215 0.152795
16.355434 0.145597 0.152810
16.366301 0.149980 0.152827
16.377167 0.142387 0.152846
16.388033 0.150528 0.152866
16.398900 0.144423 0.152887
16.409766 0.142544 0.152910
16.420633 0.150294 0.152935
16.431499 0.149354 0.152961
16.442366 0.143640 0.152989
16.453232 0.140587 0.153019
16.464099 0.140822 0.153051
16.474965 0.151703 0.153086
16.485831 0.142466 0.153122
16.496698 0.146928 0.153160
16.507564 0.144971 0.153202
16.518431 0.154286 0.153246
16.529297 0.149119 0.153294
16.540164 0.146145 0.153345
16.551030 0.152955 0.153402
16.561897 0.142701 0.153465
16.572763 0.144423 0.153534
16.583629 0.149198 0.153612
16.594496 0.146614 0.153698
16.605362 0.151781 0.153795
16.616229 0.147945 0.153904
16.627095 0.147789 0.154026
16.637962 0.153112 0.154162
16.648828 0.147789 0.154314
16.659695 0.146693 0.154483
16.670561 0.155538 0.154669
16.681427 0.143796 0.154875
16.692294 0.153346 0.155102
16.703160 0.150920 0.155349
16.714027 0.150137 0.155617
16.724893 0.149432 0.155906
16.735760 0.150920 0.156216
16.746626 0.151468 0.156545
16.757492 0.154051 0.156892
16.768359 0.141448 0.157254
16.779225 0.147945 0.157627
16.790092 0.158904 0.158007
16.800958 0.140196 0.158389
16.811825 0.149824 0.158768
16.822691 0.152642 0.159137
16.833558 0.156086 0.159492
16.844424 0.147945 0.159825
16.855290 0.154834 0.160133
16.866157 0.148258 0.160408
16.877023 0.152016 0.160645
16.887890 0.149511 0.160838
16.898756 0.151937 0.160979
16.909623 0.150137 0.161062
16.920489 0.150763 0.161080
16.931355 0.150372 0.161031
16.942222 0.152016 0.160911
16.953088 0.150450 0.160722
16.963955 0.154051 0.160470
16.974821 0.151859 0.160163
16.985688 0.149746 0.159810
16.996554 0.152485 0.159423
17.007421 0.154051 0.159013
17.018287 0.149980 0.158590
17.029153 0.154051 0.158164
17.040020 0.159139 0.157742
17.050886 0.153112 0.157331
17.061753 0.154990 0.156934
17.072619 0.148180 0.156556
17.083486 0.156399 0.156199
17.094352 0.155147 0.155864
17.105219 0.153738 0.155551
17.116085 0.153033 0.155262
17.126951 0.149432 0.154996
17.137818 0.154599 0.154751
17.148684 0.156164 0.154528
17.159551 0.161957 0.154326
17.170417 0.154990 0.154143
17.181284 0.158748 0.153977
17.192150 0.154990 0.153828
17.203017 0.150372 0.153694
17.213883 0.151076 0.153574
17.224749 0.148650 0.153466
17.235616 0.147006 0.153370
17.246482 0.149198 0.153284
17.257349 0.151703 0.153206
17.268215 0.150372 0.153137
17.279082 0.149354 0.153075
17.289948 0.147632 0.153019
17.300814 0.143483 0.152968
17.311681 0.145127 0.152922
17.322547 0.145832 0.152880
17.333414 0.149354 0.152842
17.344280 0.149511 0.152807
17.355147 0.150528 0.152775
17.366013 0.146458 0.152745
17.376880 0.144971 0.152718
17.387746 0.145832 0.152693
17.398612 0.147397 0.152670
17.409479 0.152250 0.152648
17.420345 0.148571 0.152627
17.431212 0.150372 0.152608
17.442078 0.151781 0.152590
17.452945 0.150450 0.152574
17.463811 0.150372 0.152558
17.474677 0.146145 0.152543
17.485544 0.145753 0.152529
17.496410 0.153033 0.152516
17.507277 0.144423 0.152504
17.518143 0.147319 0.152493
17.529010 0.152094 0.152482
17.539876 0.154129 0.152471
17.550743 0.152250 0.152462
17.561609 0.150607 0.152453
17.572475 0.147710 0.152444
17.583342 0.153346 0.152436
17.594208 0.152329 0.152428
17.605075 0.148337 0.152421
17.615941 0.155851 0.152414
17.626808 0.147554 0.152408
17.637674 0.150137 0.152402
17.648541 0.143249 0.152396
17.659407 0.151781 0.152391
17.670273 0.148806 0.152386
17.681140 0.155382 0.152382
17.692006 0.148728 0.152377
17.702873 0.147319 0.152373
17.713739 0.152798 0.152370
17.724606 0.146849 0.152366
17.735472 0.151703 0.152363
17.746339 0.146301 0.152360
17.757205 0.146458 0.152357
17.768071 0.153033 0.152355
17.778938 0.155068 0.152353
17.789804 0.153268 0.152351
17.800671 0.149432 0.152349
17.811537 0.149746 0.152347
17.822404 0.153503 0.152346
17.833270 0.148258 0.152345
17.844136 0.150215 0.152343
17.855003 0.149354 0.152343
17.865869 0.147319 0.152342
17.876736 0.147006 0.152341
17.887602 0.148650 0.152341
17.898469 0.148415 0.152341
17.909335 0.152094 0.152341
17.920202 0.149119 0.152341
17.931068 0.147006 0.152341
17.941934 0.146614 0.152341
17.952801 0.154755 0.152342
17.963667 0.149980 0.152343
17.974534 0.148571 0.152343
17.985400 0.154051 0.152344
17.996267 0.146301 0.152345
18.007133 0.147789 0.152347
18.018000 0.151624 0.152348
18.028866 0.151781 0.152349
18.039732 0.146614 0.152351
18.050599 0.149902 0.152353
18.061465 0.141996 0.152354
18.072332 0.154286 0.152356
18.083198 0.154207 0.152358
18.094065 0.153190 0.152361
18.104931 0.153425 0.152363
18.115797 0.149119 0.152365
18.126664 0.153816 0.152368
18.137530 0.152955 0.152370
18.148397 0.146380 0.152373
18.159263 0.148337 0.152376
18.170130 0.149276 0.152379
18.180996 0.143405 0.152382
18.191863 0.142074 0.152385
18.202729 0.149589 0.152388
18.213595 0.148415 0.152392
18.224462 0.152485 0.152395
18.235328 0.148023 0.152399
18.246195 0.147397 0.152403
18.257061 0.151155 0.152406
18.267928 0.152329 0.152410
18.278794 0.152642 0.152414
18.289661 0.149511 0.152419
18.300527 0.148258 0.152423
18.311393 0.147789 0.152427
18.322260 0.143483 0.152432
18.333126 0.154364 0.152436
18.343993 0.147867 0.152441
18.354859 0.149432 0.152446
18.365726 0.147867 0.152451
18.376592 0.149276 0.152456
18.387458 0.151546 0.152461
18.398325 0.156086 0.152466
18.409191 0.150137 0.152471
18.420058 0.152485 0.152477
18.430924 0.151468 0.152482
18.441791 0.149432 0.152488
18.452657 0.148023 0.152494
18.463524 0.152250 0.152500
18.474390 0.152329 0.152506
18.485256 0.150920 0.152512
18.496123 0.148728 0.152518
18.506989 0.147084 0.152525
18.517856 0.156399 0.152531
18.528722 0.152250 0.152538
18.539589 0.152485 0.152545
18.550455 0.150763 0.152552
18.561321 0.153659 0.152559
18.572188 0.145675 0.152566
18.583054 0.149354 0.152573
18.593921 0.153346 0.152581
18.604787 0.155695 0.152589
18.615654 0.147945 0.152596
18.626520 0.147632 0.152604
18.637387 0.142857 0.152613
18.648253 0.151468 0.152621
18.659119 0.152564 0.152629
18.669986 0.151781 0.152638
18.680852 0.148493 0.152647
18.691719 0.150215 0.152656
18.702585 0.152642 0.152665
18.713452 0.150763 0.152674
18.724318 0.148337 0.152684
18.735185 0.150998 0.152693
18.746051 0.151859 0.152703
18.756917 0.150528 0.152713
18.767784 0.152798 0.152724
18.778650 0.154051 0.152734
18.789517 0.152329 0.152745
18.800383 0.146536 0.152756
18.811250 0.148023 0.152767
18.822116 0.153112 0.152779
18.832982 0.151781 0.152791
18.843849 0.152564 0.152803
18.854715 0.148415 0.152815
18.865582 0.154364 0.152827
18.876448 0.155930 0.152840
18.887315 0.143014 0.152853
18.898181 0.152564 0.152867
18.909048 0.156321 0.152881
18.919914 0.156477 0.152895
18.930780 0.151703 0.152909
18.941647 0.155930 0.152924
18.952513 0.149902 0.152940
18.963380 0.154364 0.152955
18.974246 0.154521 0.152971
18.985113 0.151076 0.152988
18.995979 0.155538 0.153005
19.006846 0.148963 0.153022
19.017712 0.152407 0.153040
19.028578 0.153033 0.153059
19.039445 0.152720 0.153078
19.050311 0.147397 0.153098
19.061178 0.154129 0.153118
19.072044 0.151624 0.153139
19.082911 0.150215 0.153160
19.093777 0.145753 0.153183
19.104644 0.152250 0.153206
19.115510 0.151389 0.153229
19.126376 0.145519 0.153254
19.137243 0.151311 0.153280
19.148109 0.155538 0.153306
19.158976 0.147084 0.153333
19.169842 0.145049 0.153362
19.180709 0.147789 0.153391
19.191575 0.150607 0.153422
19.202441 0.148885 0.153454
19.213308 0.145049 0.153487
19.224174 0.147945 0.153522
19.235041 0.153425 0.153559
19.245907 0.149746 0.153597
19.256774 0.147632 0.153636
19.267640 0.145440 0.153678
19.278507 0.145675 0.153722
19.289373 0.161096 0.153768
19.300239 0.152250 0.153816
19.311106 0.155303 0.153868
19.321972 0.152329 0.153922
19.332839 0.156399 0.153980
19.343705 0.151076 0.154041
19.354572 0.154051 0.154107
19.365438 0.153581 0.154177
19.376304 0.150528 0.154252
19.387171 0.155616 0.154334
19.398037 0.150763 0.154422
19.408904 0.151546 0.154517
19.419770 0.158043 0.154621
19.430637 0.153581 0.154735
19.441503 0.156321 0.154859
19.452370 0.152564 0.154996
19.463236 0.149667 0.155146
19.474102 0.153190 0.155312
19.484969 0.162270 0.155495
19.495835 0.156477 0.155697
19.506702 0.151311 0.155920
19.517568 0.156008 0.156167
19.528435 0.156556 0.156439
19.539301 0.150059 0.156740
19.550168 0.163288 0.157071
19.561034 0.152798 0.157434
19.571900 0.154834 0.157832
19.582767 0.158826 0.158267
19.593633 0.153973 0.158741
19.604500 0.158278 0.159255
19.615366 0.158513 0.159810
19.626233 0.157260 0.160406
19.637099 0.154677 0.161044
19.647965 0.158669 0.161722
19.658832 0.160705 0.162437
19.669698 0.155225 0.163185
19.680565 0.162348 0.163959
19.691431 0.159609 0.164753
19.702298 0.161800 0.165555
19.713164 0.162035 0.166353
19.724031 0.153425 0.167135
19.734897 0.167123 0.167885
19.745763 0.164305 0.168589
19.756630 0.167750 0.169235
19.767496 0.165714 0.169813
19.778363 0.163601 0.170315
19.789229 0.162583 0.170737
19.800096 0.163601 0.171077
19.810962 0.162035 0.171335
19.821829 0.161644 0.171512
19.832695 0.159765 0.171606
19.843561 0.166810 0.171618
19.854428 0.160783 0.171544
19.865294 0.158982 0.171384
19.876161 0.161096 0.171137
19.887027 0.162035 0.170804
19.897894 0.155616 0.170388
19.908760 0.167045 0.169896
19.919626 0.155616 0.169335
19.930493 0.160939 0.168715
19.941359 0.165949 0.168048
19.952226 0.167906 0.167343
19.963092 0.173777 0.166611
19.973959 0.161174 0.165864
19.984825 0.167358 0.165113
19.995692 0.163836 0.164366
20.006558 0.164540 0.163633
20.017424 0.166732 0.162921
20.028291 0.163053 0.162236
20.039157 0.171977 0.161584
