# 2Theta  Intensity_Obs  Intensity_Fit
10.009433 0.188493 0.164256
10.020300 0.191859 0.164217
10.031166 0.191233 0.164177
10.042033 0.195068 0.164138
10.052899 0.188493 0.164098
10.063765 0.194051 0.164059
10.074632 0.184110 0.164019
10.085498 0.194364 0.163980
10.096365 0.186145 0.163941
10.107231 0.185753 0.163902
10.118098 0.184344 0.163863
10.128964 0.191311 0.163824
10.139831 0.183170 0.163785
10.150697 0.192407 0.163746
10.161563 0.195695 0.163708
10.172430 0.197417 0.163669
10.183296 0.187476 0.163631
10.194163 0.185049 0.163592
10.205029 0.190920 0.163554
10.215896 0.189746 0.163516
10.226762 0.190607 0.163477
10.237628 0.194364 0.163439
10.248495 0.183014 0.163401
10.259361 0.185519 0.163363
10.270228 0.186536 0.163325
10.281094 0.181683 0.163287
10.291961 0.188728 0.163250
10.302827 0.185440 0.163212
10.313694 0.186145 0.163174
10.324560 0.185832 0.163137
10.335426 0.188415 0.163100
10.346293 0.176830 0.163062
10.357159 0.180117 0.163025
10.368026 0.189041 0.162988
10.378892 0.181057 0.162951
10.389759 0.186771 0.162914
10.400625 0.174951 0.162877
10.411492 0.183405 0.162840
10.422358 0.178708 0.162803
10.433224 0.186067 0.162766
10.444091 0.174481 0.162730
10.454957 0.181683 0.162693
10.465824 0.182466 0.162657
10.476690 0.183483 0.162620
10.487557 0.187319 0.162584
10.498423 0.180587 0.162548
10.509289 0.181605 0.162511
10.520156 0.192642 0.162475
10.531022 0.181605 0.162439
10.541889 0.182779 0.162403
10.552755 0.184579 0.162367
10.563622 0.176595 0.162332
10.574488 0.181292 0.162296
10.585355 0.185284 0.162260
10.596221 0.182231 0.162225
10.607087 0.178865 0.162189
10.617954 0.183092 0.162154
10.628820 0.179256 0.162118
10.639687 0.175734 0.162083
10.650553 0.178552 0.162048
10.661420 0.178943 0.162013
10.672286 0.179022 0.161978
10.683153 0.181683 0.161943
10.694019 0.174716 0.161908
10.704885 0.171820 0.161873
10.715752 0.174247 0.161838
10.726618 0.182466 0.161804
10.737485 0.176986 0.161769
10.748351 0.173777 0.161735
10.759218 0.176438 0.161700
10.770084 0.176751 0.161666
10.780950 0.172290 0.161632
10.791817 0.180978 0.161597
10.802683 0.185440 0.161563
10.813550 0.174247 0.161529
10.824416 0.173620 0.161495
10.835283 0.169159 0.161461
10.846149 0.181996 0.161427
10.857016 0.174951 0.161394
10.867882 0.170254 0.161360
10.878748 0.176986 0.161326
10.889615 0.172446 0.161293
10.900481 0.174090 0.161259
10.911348 0.181213 0.161226
10.922214 0.169706 0.161193
10.933081 0.176517 0.161160
10.943947 0.169002 0.161126
10.954814 0.170959 0.161093
10.965680 0.168845 0.161060
10.976546 0.173386 0.161027
10.987413 0.173307 0.160994
10.998279 0.167671 0.160962
11.009146 0.173777 0.160929
11.020012 0.178160 0.160896
11.030879 0.170568 0.160864
11.041745 0.170333 0.160831
11.052611 0.173933 0.160799
11.063478 0.171820 0.160767
11.074344 0.170098 0.160734
11.085211 0.176673 0.160702
11.096077 0.173151 0.160670
11.106944 0.173542 0.160638
11.117810 0.171429 0.160606
11.128677 0.180039 0.160574
11.139543 0.171037 0.160542
11.150409 0.170254 0.160510
11.161276 0.168767 0.160479
11.172142 0.168376 0.160447
11.183009 0.167045 0.160416
11.193875 0.167906 0.160384
11.204742 0.175969 0.160353
11.215608 0.167045 0.160321
11.226475 0.171194 0.160290
11.237341 0.172446 0.160259
11.248207 0.172524 0.160228
11.259074 0.171272 0.160197
11.269940 0.169237 0.160166
11.280807 0.168689 0.160135
11.291673 0.165245 0.160104
11.302540 0.166967 0.160073
11.313406 0.175969 0.160043
11.324272 0.165088 0.160012
11.335139 0.171585 0.159982
11.346005 0.160313 0.159951
11.356872 0.162192 0.159921
11.367738 0.167436 0.159890
11.378605 0.172916 0.159860
11.389471 0.165088 0.159830
11.400338 0.170959 0.159800
