# 2Theta  Intensity_Obs  Intensity_Fit
17.300814 0.143483 0.153853
17.311681 0.145127 0.153809
17.322547 0.145832 0.153770
17.333414 0.149354 0.153733
17.344280 0.149511 0.153700
17.355147 0.150528 0.153670
17.366013 0.146458 0.153642
17.376880 0.144971 0.153617
17.387746 0.145832 0.153593
17.398612 0.147397 0.153571
17.409479 0.152250 0.153551
17.420345 0.148571 0.153532
17.431212 0.150372 0.153515
17.442078 0.151781 0.153499
17.452945 0.150450 0.153483
17.463811 0.150372 0.153469
17.474677 0.146145 0.153456
17.485544 0.145753 0.153444
17.496410 0.153033 0.153432
17.507277 0.144423 0.153421
17.518143 0.147319 0.153411
17.529010 0.152094 0.153402
17.539876 0.154129 0.153393
17.550743 0.152250 0.153385
17.561609 0.150607 0.153377
17.572475 0.147710 0.153370
17.583342 0.153346 0.153363
17.594208 0.152329 0.153357
17.605075 0.148337 0.153351
17.615941 0.155851 0.153346
17.626808 0.147554 0.153341
17.637674 0.150137 0.153336
17.648541 0.143249 0.153332
17.659407 0.151781 0.153328
17.670273 0.148806 0.153325
17.681140 0.155382 0.153322
17.692006 0.148728 0.153319
17.702873 0.147319 0.153316
17.713739 0.152798 0.153314
17.724606 0.146849 0.153311
17.735472 0.151703 0.153310
17.746339 0.146301 0.153308
17.757205 0.146458 0.153307
17.768071 0.153033 0.153305
17.778938 0.155068 0.153304
17.789804 0.153268 0.153304
17.800671 0.149432 0.153303
17.811537 0.149746 0.153303
17.822404 0.153503 0.153303
17.833270 0.148258 0.153303
17.844136 0.150215 0.153303
17.855003 0.149354 0.153303
17.865869 0.147319 0.153304
17.876736 0.147006 0.153305
17.887602 0.148650 0.153306
17.898469 0.148415 0.153307
17.909335 0.152094 0.153308
17.920202 0.149119 0.153309
17.931068 0.147006 0.153311
17.941934 0.146614 0.153312
17.952801 0.154755 0.153314
17.963667 0.149980 0.153316
17.974534 0.148571 0.153318
17.985400 0.154051 0.153320
17.996267 0.146301 0.153322
18.007133 0.147789 0.153325
18.018000 0.151624 0.153327
18.028866 0.151781 0.153330
18.039732 0.146614 0.153333
18.050599 0.149902 0.153336
18.061465 0.141996 0.153339
18.072332 0.154286 0.153342
18.083198 0.154207 0.153345
18.094065 0.153190 0.153348
18.104931 0.153425 0.153352
18.115797 0.149119 0.153356
18.126664 0.153816 0.153359
18.137530 0.152955 0.153363
18.148397 0.146380 0.153367
18.159263 0.148337 0.153371
18.170130 0.149276 0.153375
18.180996 0.143405 0.153379
