# 2Theta  Intensity_Obs  Intensity_Fit
19.452370 0.086804 0.089659
19.463236 0.088803 0.089670
19.474102 0.089972 0.089680
19.484969 0.090065 0.089690
19.495835 0.087112 0.089701
19.506702 0.087388 0.089711
19.517568 0.088281 0.089722
19.528435 0.089234 0.089732
19.539301 0.086866 0.089743
19.550168 0.089080 0.089753
19.561034 0.091141 0.089764
19.571900 0.089849 0.089774
19.582767 0.092249 0.089785
19.593633 0.090311 0.089795
19.604500 0.088896 0.089806
19.615366 0.089942 0.089816
19.626233 0.092525 0.089827
19.637099 0.089480 0.089837
19.647965 0.087296 0.089848
19.658832 0.088434 0.089858
19.669698 0.089603 0.089869
19.680565 0.088434 0.089879
19.691431 0.090218 0.089890
19.702298 0.090218 0.089901
19.713164 0.089695 0.089911
19.724031 0.088034 0.089922
19.734897 0.088711 0.089932
19.745763 0.088865 0.089943
19.756630 0.089296 0.089954
19.767496 0.089880 0.089964
19.778363 0.091387 0.089975
19.789229 0.090434 0.089986
19.800096 0.091172 0.089996
19.810962 0.090126 0.090007
19.821829 0.090372 0.090018
19.832695 0.086773 0.090028
19.843561 0.089849 0.090039
19.854428 0.087635 0.090050
19.865294 0.087881 0.090061
19.876161 0.092033 0.090071
19.887027 0.087881 0.090082
19.897894 0.088865 0.090093
19.908760 0.090065 0.090104
19.919626 0.090280 0.090114
19.930493 0.091603 0.090125
19.941359 0.089972 0.090136
19.952226 0.089357 0.090147
19.963092 0.087881 0.090158
19.973959 0.088281 0.090168
19.984825 0.091264 0.090179
19.995692 0.093356 0.090190
20.006558 0.089019 0.090201
20.017424 0.093079 0.090212
20.028291 0.088773 0.090222
20.039157 0.091203 0.090233
20.050024 0.090434 0.090244
20.060890 0.088188 0.090255
