# 2Theta  Intensity_Obs  Intensity_Fit
10.009433 0.092771 0.086372
10.020300 0.095417 0.086366
10.031166 0.094125 0.086360
10.042033 0.096986 0.086355
10.052899 0.092648 0.086349
10.063765 0.091049 0.086343
10.074632 0.094740 0.086338
10.085498 0.094125 0.086332
10.096365 0.096063 0.086327
10.107231 0.092771 0.086321
10.118098 0.092156 0.086316
10.128964 0.090188 0.086310
10.139831 0.096493 0.086305
10.150697 0.092833 0.086299
10.161563 0.090618 0.086294
10.172430 0.092095 0.086289
10.183296 0.095355 0.086283
10.194163 0.091972 0.086278
10.205029 0.090864 0.086273
10.215896 0.094740 0.086268
10.226762 0.091172 0.086262
10.237628 0.095325 0.086257
10.248495 0.090649 0.086252
10.259361 0.092956 0.086247
10.270228 0.091756 0.086242
10.281094 0.093079 0.086237
10.291961 0.092587 0.086232
10.302827 0.092771 0.086227
10.313694 0.092249 0.086222
10.324560 0.094186 0.086217
10.335426 0.092802 0.086212
10.346293 0.093171 0.086207
10.357159 0.092341 0.086203
10.368026 0.091326 0.086198
10.378892 0.092187 0.086193
10.389759 0.095755 0.086188
10.400625 0.093417 0.086184
10.411492 0.092341 0.086179
10.422358 0.090557 0.086174
10.433224 0.093048 0.086170
10.444091 0.090864 0.086165
10.454957 0.092310 0.086160
10.465824 0.090772 0.086156
10.476690 0.090741 0.086151
10.487557 0.091080 0.086147
10.498423 0.089173 0.086143
10.509289 0.090464 0.086138
10.520156 0.088957 0.086134
10.531022 0.089234 0.086129
10.541889 0.091080 0.086125
10.552755 0.089173 0.086121
10.563622 0.089788 0.086117
10.574488 0.089695 0.086112
10.585355 0.090126 0.086108
10.596221 0.089142 0.086104
10.607087 0.089449 0.086100
10.617954 0.091049 0.086096
10.628820 0.093971 0.086092
10.639687 0.088988 0.086088
10.650553 0.094740 0.086084
10.661420 0.091172 0.086080
10.672286 0.088496 0.086076
10.683153 0.089234 0.086072
10.694019 0.088619 0.086068
10.704885 0.089788 0.086064
10.715752 0.089449 0.086060
10.726618 0.092433 0.086056
10.737485 0.090372 0.086053
10.748351 0.091695 0.086049
10.759218 0.092372 0.086045
10.770084 0.090649 0.086041
10.780950 0.089019 0.086038
10.791817 0.090649 0.086034
10.802683 0.090065 0.086031
10.813550 0.089296 0.086027
10.824416 0.090464 0.086023
10.835283 0.088588 0.086020
10.846149 0.091818 0.086016
10.857016 0.090864 0.086013
10.867882 0.089542 0.086010
10.878748 0.086681 0.086006
10.889615 0.087327 0.086003
10.900481 0.089203 0.085999
10.911348 0.088926 0.085996
10.922214 0.088988 0.085993
10.933081 0.092925 0.085990
10.943947 0.090772 0.085986
10.954814 0.095478 0.085983
10.965680 0.087696 0.085980
10.976546 0.092033 0.085977
10.987413 0.088311 0.085974
10.998279 0.087881 0.085971
11.009146 0.088465 0.085968
11.020012 0.089942 0.085965
11.030879 0.089634 0.085962
11.041745 0.091879 0.085959
11.052611 0.090464 0.085956
11.063478 0.086896 0.085953
11.074344 0.090095 0.085950
11.085211 0.088157 0.085947
11.096077 0.089695 0.085944
11.106944 0.085574 0.085941
11.117810 0.087296 0.085939
11.128677 0.091080 0.085936
11.139543 0.086835 0.085933
11.150409 0.089203 0.085930
11.161276 0.085666 0.085928
11.172142 0.088219 0.085925
11.183009 0.088311 0.085923
11.193875 0.089111 0.085920
11.204742 0.088373 0.085917
11.215608 0.090557 0.085915
11.226475 0.092925 0.085913
11.237341 0.088311 0.085910
11.248207 0.088342 0.085908
11.259074 0.089419 0.085905
11.269940 0.088773 0.085903
11.280807 0.087758 0.085901
11.291673 0.089449 0.085898
11.302540 0.086866 0.085896
11.313406 0.086373 0.085894
11.324272 0.087358 0.085891
11.335139 0.089542 0.085889
11.346005 0.090065 0.085887
11.356872 0.089080 0.085885
11.367738 0.089449 0.085883
11.378605 0.090280 0.085881
11.389471 0.088004 0.085879
11.400338 0.089511 0.085877
11.411204 0.089572 0.085875
11.422070 0.085451 0.085873
11.432937 0.090034 0.085871
11.443803 0.086435 0.085869
11.454670 0.086866 0.085867
11.465536 0.087604 0.085865
11.476403 0.088711 0.085863
11.487269 0.087573 0.085861
11.498136 0.083420 0.085860
11.509002 0.083051 0.085858
11.519868 0.086004 0.085856
11.530735 0.082528 0.085854
11.541601 0.087696 0.085853
11.552468 0.085297 0.085851
11.563334 0.085297 0.085850
11.574201 0.085635 0.085848
11.585067 0.086404 0.085846
11.595933 0.087635 0.085845
11.606800 0.088004 0.085843
11.617666 0.086989 0.085842
11.628533 0.086220 0.085840
11.639399 0.088803 0.085839
11.650266 0.086989 0.085838
11.661132 0.086127 0.085836
11.671999 0.087665 0.085835
11.682865 0.085174 0.085834
11.693731 0.086773 0.085832
11.704598 0.087788 0.085831
11.715464 0.084589 0.085830
11.726331 0.086558 0.085829
11.737197 0.087635 0.085828
11.748064 0.089419 0.085826
11.758930 0.087019 0.085825
11.769796 0.086127 0.085824
11.780663 0.081913 0.085823
11.791529 0.086097 0.085822
11.802396 0.085851 0.085821
11.813262 0.084282 0.085820
11.824129 0.087696 0.085819
11.834995 0.084928 0.085818
11.845862 0.082682 0.085817
11.856728 0.085881 0.085817
11.867594 0.083697 0.085816
11.878461 0.083943 0.085815
11.889327 0.085328 0.085814
11.900194 0.087235 0.085813
11.911060 0.085820 0.085813
11.921927 0.085881 0.085812
11.932793 0.083482 0.085811
11.943660 0.085635 0.085811
11.954526 0.083390 0.085810
11.965392 0.086281 0.085809
11.976259 0.087881 0.085809
11.987125 0.083667 0.085808
11.997992 0.084589 0.085808
12.008858 0.084497 0.085807
12.019725 0.083482 0.085807
12.030591 0.087019 0.085807
12.041457 0.085112 0.085806
12.052324 0.084251 0.085806
12.063190 0.086589 0.085805
12.074057 0.086558 0.085805
12.084923 0.087635 0.085805
12.095790 0.085389 0.085805
12.106656 0.083728 0.085804
12.117523 0.086343 0.085804
12.128389 0.083051 0.085804
12.139255 0.082467 0.085804
12.150122 0.084036 0.085804
12.160988 0.086681 0.085804
12.171855 0.086004 0.085804
12.182721 0.085389 0.085804
12.193588 0.083820 0.085804
12.204454 0.087881 0.085804
12.215321 0.082313 0.085804
12.226187 0.085820 0.085804
12.237053 0.082867 0.085804
12.247920 0.084835 0.085804
12.258786 0.082775 0.085804
12.269653 0.083082 0.085804
12.280519 0.086158 0.085804
12.291386 0.083636 0.085805
12.302252 0.082282 0.085805
12.313118 0.083082 0.085805
12.323985 0.083636 0.085806
12.334851 0.080191 0.085806
12.345718 0.083697 0.085806
12.356584 0.084036 0.085807
12.367451 0.085082 0.085807
12.378317 0.085820 0.085808
12.389184 0.084835 0.085808
12.400050 0.083297 0.085809
12.410916 0.086220 0.085809
12.421783 0.086189 0.085810
12.432649 0.084651 0.085810
12.443516 0.083636 0.085811
12.454382 0.084097 0.085812
12.465249 0.082959 0.085812
12.476115 0.081636 0.085813
12.486982 0.084005 0.085814
12.497848 0.084189 0.085815
12.508714 0.086035 0.085815
12.519581 0.082836 0.085816
12.530447 0.082651 0.085817
12.541314 0.084097 0.085818
12.552180 0.085297 0.085819
12.563047 0.085328 0.085820
12.573913 0.085820 0.085821
12.584779 0.085266 0.085822
12.595646 0.084620 0.085823
12.606512 0.081975 0.085824
12.617379 0.082405 0.085825
12.628245 0.085051 0.085826
12.639112 0.086558 0.085827
12.649978 0.084712 0.085829
12.660845 0.083544 0.085830
12.671711 0.083144 0.085831
12.682577 0.082313 0.085832
12.693444 0.083051 0.085834
12.704310 0.083943 0.085835
12.715177 0.086866 0.085836
12.726043 0.085574 0.085838
12.736910 0.081698 0.085839
12.747776 0.082067 0.085840
12.758643 0.080314 0.085842
12.769509 0.086620 0.085843
12.780375 0.083082 0.085845
12.791242 0.082221 0.085846
12.802108 0.084343 0.085848
12.812975 0.084651 0.085850
12.823841 0.086681 0.085851
12.834708 0.082344 0.085853
12.845574 0.083544 0.085855
12.856440 0.081452 0.085856
12.867307 0.082990 0.085858
12.878173 0.087573 0.085860
12.889040 0.082959 0.085862
12.899906 0.083082 0.085864
