2.50530	622.91000
2.51830	620.60000
2.53130	619.54000
2.54430	620.16000
2.55730	620.14000
2.57030	617.71000
2.58330	614.32000
2.59630	611.88000
2.60930	611.01000
2.62230	609.82000
2.63530	609.11000
2.64830	608.78000
2.66130	608.86000
2.67430	608.29000
2.68730	607.93000
2.70030	608.22000
2.71330	608.01000
2.72630	609.17000
2.73930	612.61000
2.75230	615.78000
2.76530	614.43000
2.77830	609.34000
2.79130	603.91000
2.80430	603.09000
2.81730	602.59000
2.83030	601.01000
2.84330	599.93000
2.85630	599.86000
2.86930	600.73000
2.88230	600.18000
2.89530	599.04000
2.90830	599.08000
2.92130	597.77000
2.93430	597.07000
2.94730	594.63000
2.96030	593.98000
2.97330	594.75000
2.98630	593.88000
2.99930	593.46000
3.01230	594.66000
3.02530	593.35000
3.03830	592.18000
3.05130	593.78000
3.06430	595.28000
3.07730	595.47000
3.09030	594.33000
3.10330	592.99000
3.11630	591.18000
3.12930	591.12000
3.14230	591.09000
3.15530	589.33000
3.16830	588.46000
3.18130	587.86000
3.19430	587.46000
3.20730	588.63000
3.22030	589.29000
3.23330	589.82000
3.24630	590.34000
3.25930	591.20000
3.27230	590.26000
3.28530	590.02000
3.29830	590.35000
3.31130	589.62000
3.32430	587.84000
3.33730	589.06000
3.35030	589.89000
3.36330	588.65000
3.37630	588.24000
3.38930	589.79000
3.40230	590.15000
3.41530	591.29000
3.42830	592.16000
3.44130	591.91000
3.45430	592.08000
3.46730	592.49000
3.48030	593.39000
3.49330	595.99000
3.50630	596.46000
3.51930	597.31000
3.53230	598.55000
3.54530	599.17000
3.55830	599.59000
3.57130	601.31000
3.58430	602.72000
3.59730	606.07000
3.61030	609.93000
3.62330	613.57000
3.63630	618.07000
3.64930	623.08000
3.66230	629.21000
3.67530	635.62000
3.68830	646.10000
3.70130	660.32000
3.71430	676.45000
3.72730	699.30000
3.74030	737.06000
3.75330	801.19000
3.76630	927.15000
3.77930	1214.44000
3.79230	1925.48000
3.80530	3649.43000
3.81830	6976.78000
3.83130	10486.70000
3.84430	11178.20000
3.85730	8255.51000
3.87030	4711.29000
3.88330	2494.38000
3.89630	1512.82000
3.90930	1129.45000
3.92230	970.68000
3.93530	901.81000
3.94830	873.97000
3.96130	870.66000
3.97430	882.27000
3.98730	899.87000
4.00030	917.42000
4.01330	930.51000
4.02630	943.03000
4.03930	975.70000
4.05230	1059.16000
4.06530	1170.71000
4.07830	1240.81000
4.09130	1293.09000
4.10430	1539.57000
4.11730	2286.38000
4.13030	3739.47000
4.14330	5312.10000
4.15630	5591.42000
4.16930	4275.35000
4.18230	2633.76000
4.19530	1603.87000
4.20830	1097.89000
4.22130	856.76000
4.23430	741.00000
4.24730	684.71000
4.26030	655.18000
4.27330	636.87000
4.28630	626.32000
4.29930	620.83000
4.31230	617.87000
4.32530	614.96000
4.33830	609.99000
4.35130	604.21000
4.36430	600.75000
4.37730	598.26000
4.39030	594.69000
4.40330	592.46000
4.41630	591.25000
4.42930	589.36000
4.44230	587.31000
4.45530	586.31000
4.46830	584.84000
4.48130	582.75000
4.49430	582.71000
4.50730	582.77000
4.52030	582.06000
4.53330	582.70000
4.54630	582.88000
4.55930	583.06000
4.57230	581.84000
4.58530	582.08000
4.59830	581.49000
4.61130	584.72000
4.62430	583.63000
4.63730	581.81000
4.65030	582.33000
4.66330	582.95000
4.67630	584.19000
4.68930	585.39000
4.70230	589.70000
4.71530	596.48000
4.72830	610.96000
4.74130	644.04000
4.75430	713.23000
4.76730	845.35000
4.78030	1019.39000
4.79330	1113.03000
4.80630	1043.38000
4.81930	879.49000
4.83230	748.85000
4.84530	680.29000
4.85830	656.35000
4.87130	658.80000
4.88430	684.18000
4.89730	742.92000
4.91030	860.76000
4.92330	1059.72000
4.93630	1303.45000
4.94930	1431.37000
4.96230	1337.77000
4.97530	1115.29000
4.98830	932.74000
5.00130	854.45000
5.01430	873.20000
5.02730	957.71000
5.04030	1025.01000
5.05330	994.73000
5.06630	883.17000
5.07930	768.40000
5.09230	692.81000
5.10530	653.77000
5.11830	633.18000
5.13130	622.16000
5.14430	616.13000
5.15730	611.11000
5.17030	608.32000
5.18330	607.75000
5.19630	608.55000
5.20930	608.82000
5.22230	609.83000
5.23530	611.51000
5.24830	613.77000
5.26130	616.84000
5.27430	622.25000
5.28730	629.15000
5.30030	640.96000
5.31330	662.68000
5.32630	704.67000
5.33930	788.09000
5.35230	929.77000
5.36530	1094.13000
5.37830	1172.92000
5.39130	1098.79000
5.40430	955.41000
5.41730	852.42000
5.43030	831.77000
5.44330	902.81000
5.45630	1111.56000
5.46930	1624.87000
5.48230	2771.07000
5.49530	4795.82000
5.50830	6858.40000
5.52130	7166.57000
5.53430	5388.07000
5.54730	3198.76000
5.56030	1825.48000
5.57330	1192.06000
5.58630	928.93000
5.59930	811.83000
5.61230	755.02000
5.62530	728.71000
5.63830	716.70000
5.65130	714.63000
5.66430	721.27000
5.67730	737.36000
5.69030	766.48000
5.70330	821.32000
5.71630	929.84000
5.72930	1178.97000
5.74230	1830.74000
5.75530	3499.63000
5.76830	6874.92000
5.78130	11030.70000
5.79430	12392.20000
5.80730	9547.37000
5.82030	5372.49000
5.83330	2710.78000
5.84630	1550.81000
5.85930	1115.58000
5.87230	943.56000
5.88530	859.35000
5.89830	808.18000
5.91130	775.34000
5.92430	754.74000
5.93730	738.92000
5.95030	719.03000
5.96330	695.62000
5.97630	673.97000
5.98930	656.64000
6.00230	644.75000
6.01530	637.79000
6.02830	633.94000
6.04130	630.73000
6.05430	628.45000
6.06730	629.63000
6.08030	638.96000
6.09330	662.86000
6.10630	723.61000
6.11930	870.06000
6.13230	1171.85000
6.14530	1552.23000
6.15830	1665.80000
6.17130	1407.57000
6.18430	1083.06000
6.19730	972.99000
6.21030	1105.99000
6.22330	1396.72000
6.23630	1635.31000
6.24930	1613.45000
6.26230	1406.05000
6.27530	1231.06000
6.28830	1140.41000
6.30130	1052.19000
6.31430	942.83000
6.32730	864.14000
6.34030	851.97000
6.35330	935.28000
6.36630	1145.82000
6.37930	1438.26000
6.39230	1612.67000
6.40530	1488.77000
6.41830	1188.34000
6.43130	928.45000
6.44430	786.51000
6.45730	727.79000
6.47030	715.63000
6.48330	738.87000
6.49630	804.61000
6.50930	922.99000
6.52230	1071.56000
6.53530	1173.05000
6.54830	1154.25000
6.56130	1033.61000
6.57430	892.16000
6.58730	785.49000
6.60030	721.10000
6.61330	688.98000
6.62630	679.42000
6.63930	694.79000
6.65230	737.24000
6.66530	794.79000
6.67830	831.06000
6.69130	833.53000
6.70430	825.98000
6.71730	818.79000
6.73030	803.70000
6.74330	781.92000
6.75630	766.61000
6.76930	775.11000
6.78230	822.01000
6.79530	909.47000
6.80830	999.81000
6.82130	1027.81000
6.83430	968.73000
6.84730	864.95000
6.86030	771.97000
6.87330	710.84000
6.88630	676.09000
6.89930	658.12000
6.91230	650.74000
6.92530	650.54000
6.93830	654.59000
6.95130	662.28000
6.96430	672.74000
6.97730	688.11000
6.99030	709.02000
7.00330	740.48000
7.01630	792.56000
7.02930	874.61000
7.04230	993.34000
7.05530	1142.24000
7.06830	1287.48000
7.08130	1363.15000
7.09430	1329.80000
7.10730	1240.01000
7.12030	1149.98000
7.13330	1051.40000
7.14630	944.13000
7.15930	853.13000
7.17230	787.99000
7.18530	740.56000
7.19830	703.44000
7.21130	674.83000
7.22430	654.35000
7.23730	640.80000
7.25030	631.45000
7.26330	624.61000
7.27630	619.73000
7.28930	616.95000
7.30230	615.20000
7.31530	613.38000
7.32830	614.13000
7.34130	615.53000
7.35430	620.82000
7.36730	633.96000
7.38030	661.00000
7.39330	708.58000
7.40630	773.26000
7.41930	821.14000
7.43230	814.50000
